,total_loan_costs,derived_dwelling_category,derived_ethnicity,applicant_race_1,applicant_sex,loan_type,loan_purpose,loan_amount,interest_rate,total_loan_costs,loan_term,property_value,occupancy_type,applicant_age,income
458,8010.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,31,295000,5.125,8010.73,360,805000.0,1,45-54,78.0
459,11943.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,545000,5.125,11943.28,360,575000.0,1,35-44,217.0
461,12276.36,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,2,1,205000,5.625,12276.36,360,215000.0,1,25-34,62.0
464,20562.38,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,2,32,415000,4.499,20562.38,360,535000.0,1,45-54,96.0
465,10542.06,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,3,32,185000,4.625,10542.06,360,335000.0,1,65-74,51.0
466,10149.84,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,645000,4.625,10149.84,360,735000.0,1,35-44,142.0
467,9279.48,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,1,435000,5.125,9279.48,360,445000.0,1,55-64,93.0
468,6953.53,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,635000,4.999,6953.53,360,755000.0,1,35-44,109.0
469,19216.16,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,3,1,765000,4.125,19216.16,360,765000.0,1,35-44,227.0
470,5608.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,31,355000,4.875,5608.8,360,625000.0,1,25-34,78.0
471,2831.65,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,115000,4.999,2831.65,360,325000.0,1,>74,72.0
472,14574.66,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5.0,1,1,1,505000,4.999,14574.66,360,735000.0,1,35-44,276.0
473,5456.13,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,645000,4.875,5456.13,360,1505000.0,1,55-64,902.0
474,22157.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,695000,6.75,22157.45,360,725000.0,1,35-44,156.0
475,4320.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,335000,4.999,4320.4,360,475000.0,1,65-74,73.0
477,6470.0,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,2,1,1,325000,5.624,6470.0,360,345000.0,1,25-34,127.0
480,16638.82,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,425000,4.99,16638.82,360,525000.0,1,35-44,89.0
481,7619.96,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,245000,5.5,7619.96,360,285000.0,1,25-34,62.0
485,15744.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,3,1,435000,4.625,15744.7,360,425000.0,1,<25,72.0
487,12675.6,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,415000,5.499,12675.6,360,675000.0,1,45-54,110.0
489,8633.48,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,1,1,465000,5.374,8633.48,360,585000.0,1,55-64,104.0
490,5460.55,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,1,585000,5.499,5460.55,360,615000.0,1,25-34,260.0
493,3621.54,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,1,135000,5.56,3621.54,360,175000.0,1,45-54,42.0
494,18616.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,485000,5.999,18616.64,360,515000.0,1,<25,102.0
495,12276.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,615000,6.75,12276.55,360,655000.0,1,25-34,182.0
500,13662.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,305000,4.75,13662.28,360,315000.0,1,35-44,71.0
501,8400.46,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,2,32,195000,5.375,8400.46,360,285000.0,1,55-64,45.0
503,10143.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,1,345000,5.625,10143.95,360,425000.0,1,55-64,92.0
504,9656.55,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,225000,6.375,9656.55,360,355000.0,2,35-44,278.0
506,23042.4,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,665000,7.25,23042.4,360,735000.0,1,35-44,190.0
508,6506.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,195000,5.875,6506.16,360,205000.0,1,25-34,80.0
510,7035.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,32,85000,6.0,7035.05,360,175000.0,1,65-74,31.0
511,9973.62,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6.0,2,1,1,325000,5.56,9973.62,360,335000.0,1,25-34,100.0
513,5478.8,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,555000,5.624,5478.8,360,695000.0,1,35-44,125.0
514,8218.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,435000,5.124,8218.5,360,745000.0,1,25-34,176.0
515,5508.38,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,355000,5.624,5508.38,360,475000.0,1,45-54,116.0
516,10041.0,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,635000,5.999,10041.0,360,795000.0,1,35-44,200.0
517,7701.98,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5.0,2,2,1,195000,5.25,7701.98,360,225000.0,1,25-34,42.0
518,12961.99,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,705000,6.625,12961.99,360,1375000.0,1,45-54,218.0
522,3372.86,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,305000,5.99,3372.86,360,355000.0,1,55-64,145.0
523,5472.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,135000,5.999,5472.35,360,575000.0,2,65-74,82.0
524,19493.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,2,1,395000,5.875,19493.15,360,405000.0,1,45-54,94.0
525,14830.88,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,2,32,285000,5.125,14830.88,360,365000.0,1,35-44,102.0
526,3060.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,125000,5.75,3060.75,360,145000.0,1,35-44,66.0
527,19936.39,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,535000,6.625,19936.39,360,595000.0,1,<25,107.0
528,11259.26,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,1,265000,5.875,11259.26,360,335000.0,1,25-34,370.0
531,11507.63,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,445000,6.625,11507.63,360,565000.0,1,25-34,149.0
533,6448.62,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,395000,6.375,6448.62,360,475000.0,1,35-44,157.0
534,19946.52,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,3,32,395000,6.625,19946.52,360,515000.0,1,>74,71.0
535,16668.67,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,395000,6.375,16668.67,360,465000.0,1,35-44,83.0
536,19874.68,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,1,2,1,365000,5.625,19874.68,360,425000.0,1,25-34,94.0
538,4334.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,335000,6.125,4334.9,360,375000.0,1,35-44,145.0
539,36509.76,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,3,1,1205000,5.5,36509.76,360,1345000.0,1,35-44,269.0
541,6179.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,1,125000,6.375,6179.45,360,125000.0,1,35-44,75.0
543,4706.9,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,165000,5.999,4706.9,360,535000.0,1,45-54,191.0
545,15155.89,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,715000,6.375,15155.89,360,2005000.0,2,45-54,355.0
547,8245.73,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,345000,6.125,8245.73,360,615000.0,1,25-34,142.0
548,4485.84,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,85000,5.875,4485.84,360,95000.0,1,25-34,58.0
552,13005.81,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,545000,5.999,13005.81,360,845000.0,1,35-44,115.0
555,4188.72,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,32,435000,6.875,4188.72,360,655000.0,1,65-74,117.0
556,15868.18,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,2,2,1,255000,5.875,15868.18,360,265000.0,1,45-54,122.0
557,18835.51,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,32,555000,6.0,18835.51,360,755000.0,1,45-54,211.0
558,9891.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,255000,6.375,9891.45,360,425000.0,1,45-54,123.0
560,9484.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,705000,6.125,9484.7,360,1105000.0,1,45-54,268.0
561,14215.03,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,1,1,485000,5.875,14215.03,360,505000.0,1,25-34,113.0
562,5870.42,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,155000,6.125,5870.42,360,215000.0,1,55-64,39.0
563,7581.72,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,195000,6.625,7581.72,360,245000.0,1,55-64,107.0
564,10821.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,245000,6.999,10821.7,360,315000.0,1,25-34,73.0
565,12662.14,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,2,2,1,205000,6.125,12662.14,360,215000.0,1,25-34,48.0
567,4789.76,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,295000,6.375,4789.76,360,365000.0,1,25-34,134.0
568,25438.19,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,585000,6.375,25438.19,360,655000.0,1,25-34,154.0
569,9527.05,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,375000,5.499,9527.05,360,575000.0,1,25-34,211.0
571,4058.49,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,195000,6.375,4058.49,360,235000.0,1,35-44,99.0
572,13225.14,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,2,1,1,225000,6.375,13225.14,360,245000.0,1,45-54,86.0
575,7006.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,155000,6.375,7006.2,360,225000.0,1,25-34,88.0
578,6903.69,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,105000,6.25,6903.69,360,105000.0,1,25-34,54.0
579,11405.17,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,485000,6.5,11405.17,360,645000.0,1,45-54,255.0
580,9242.46,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,1,135000,6.25,9242.46,360,145000.0,1,35-44,95.0
581,16017.89,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,5.0,1,2,1,405000,6.125,16017.89,360,415000.0,1,55-64,91.0
585,8392.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,165000,6.625,8392.3,360,215000.0,1,25-34,120.0
586,14426.08,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6.0,1,3,32,405000,5.25,14426.08,330,405000.0,1,45-54,109.0
587,4427.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,175000,6.375,4427.5,360,185000.0,1,55-64,99.0
588,10580.24,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,305000,6.0,10580.24,360,775000.0,1,55-64,91.0
590,7576.83,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,195000,6.625,7576.83,360,225000.0,1,35-44,52.0
591,8859.97,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,135000,6.625,8859.97,360,175000.0,1,25-34,87.0
592,4123.99,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,215000,6.625,4123.99,360,275000.0,1,25-34,61.0
593,3930.71,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,145000,6.375,3930.71,360,405000.0,1,45-54,108.0
596,12385.31,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,445000,5.99,12385.31,360,485000.0,1,<25,88.0
598,5281.91,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,465000,6.5,5281.91,360,775000.0,1,45-54,164.0
600,23028.71,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,1,2,31,485000,5.875,23028.71,360,625000.0,1,45-54,178.0
601,19944.89,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,885000,6.375,19944.89,360,1105000.0,1,25-34,302.0
602,6156.43,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,325000,7.25,6156.43,360,345000.0,1,35-44,86.0
603,15192.66,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,415000,6.75,15192.66,360,425000.0,1,35-44,96.0
606,18563.74,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6.0,1,1,32,545000,6.375,18563.74,360,915000.0,1,35-44,154.0
607,32349.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,2,1,685000,6.25,32349.87,360,705000.0,1,55-64,183.0
608,6428.23,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,285000,7.0,6428.23,360,315000.0,1,35-44,356.0
609,2438.92,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5.0,2,1,1,185000,6.625,2438.92,360,265000.0,1,45-54,45.0
610,4617.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,31,305000,6.375,4617.29,360,515000.0,1,45-54,86.0
611,19783.37,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,1,1,635000,6.125,19783.37,360,915000.0,1,25-34,191.0
612,2609.75,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,195000,7.125,2609.75,360,205000.0,1,<25,45.0
613,21159.47,Single Family (1-4 Units):Site-Built,Hispanic or Latino,6.0,1,1,1,535000,5.875,21159.47,360,565000.0,1,35-44,107.0
614,8665.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,1,32,525000,5.99,8665.45,360,975000.0,1,55-64,418.0
615,5018.39,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6.0,1,1,1,135000,5.875,5018.39,360,235000.0,1,35-44,70.0
616,13667.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,2,1,1,625000,7.0,13667.35,360,835000.0,1,35-44,515.0
617,6376.25,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,1,1,145000,6.625,6376.25,360,155000.0,1,<25,156.0
618,8295.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,4.0,1,3,1,205000,6.25,8295.95,360,205000.0,1,25-34,68.0
620,5234.35,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,1,1,195000,6.625,5234.35,360,195000.0,1,35-44,52.0
621,34376.36,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6.0,2,3,1,725000,6.25,34376.36,360,695000.0,1,25-34,175.0
622,15053.98,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,385000,6.875,15053.98,360,425000.0,1,25-34,235.0
624,10568.88,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,215000,5.0,10568.88,360,265000.0,1,35-44,53.0
625,6040.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,32,105000,6.25,6040.87,360,595000.0,1,55-64,119.0
627,19817.57,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,355000,7.125,19817.57,360,435000.0,1,65-74,88.0
628,9954.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,32,205000,5.999,9954.15,360,315000.0,1,35-44,52.0
629,15443.73,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,2,1,515000,6.875,15443.73,360,525000.0,1,<25,118.0
630,3877.15,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5.0,2,1,32,75000,7.125,3877.15,360,165000.0,1,35-44,39.0
631,10627.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,345000,6.125,10627.5,360,425000.0,1,25-34,148.0
632,6077.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,245000,6.625,6077.3,360,385000.0,1,35-44,91.0
633,5635.71,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,2,1,1,235000,6.375,5635.71,360,635000.0,1,>74,71.0
637,10533.56,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,1,31,225000,5.375,10533.56,180,485000.0,1,35-44,58.0
638,11457.03,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,1,315000,6.875,11457.03,360,335000.0,1,25-34,186.0
639,5784.1,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,105000,7.375,5784.1,360,205000.0,1,45-54,31.0
640,10054.29,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,1,1,495000,7.0,10054.29,360,515000.0,1,35-44,163.0
641,16066.85,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,2,1,285000,6.375,16066.85,360,295000.0,1,35-44,58.0
642,3434.99,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,3,1,295000,6.5,3434.99,360,295000.0,1,25-34,64.0
643,27998.17,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,2,32,525000,7.25,27998.17,360,655000.0,1,45-54,286.0
646,6133.29,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,32,85000,6.75,6133.29,360,195000.0,1,65-74,37.0
647,8559.74,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,175000,7.625,8559.74,360,195000.0,1,35-44,56.0
648,10077.49,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,2.0,1,1,1,385000,6.125,10077.49,360,515000.0,1,25-34,110.0
649,14190.16,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,2,1,565000,7.125,14190.16,360,575000.0,1,35-44,163.0
651,5438.85,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,1,1,275000,7.375,5438.85,360,385000.0,1,35-44,80.0
652,6658.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,1.0,1,1,1,405000,6.625,6658.45,360,1405000.0,1,35-44,130.0
654,19622.34,Single Family (1-4 Units):Site-Built,Joint,5.0,1,2,1,625000,6.125,19622.34,360,655000.0,1,45-54,143.0
655,9311.34,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,275000,6.5,9311.34,360,285000.0,1,25-34,67.0
657,4931.7,Single Family (1-4 Units):Site-Built,Joint,5.0,2,1,1,575000,7.625,4931.7,360,645000.0,1,45-54,177.0
659,2603.04,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,225000,6.875,2603.04,360,275000.0,1,55-64,56.0
660,5423.26,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,1,1,255000,6.375,5423.26,360,295000.0,1,55-64,88.0
661,6987.94,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,195000,6.375,6987.94,360,255000.0,1,65-74,38.0
662,13111.0,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,2,1,445000,6.875,13111.0,360,455000.0,1,25-34,102.0
664,11907.58,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,2,1,1,425000,7.25,11907.58,360,445000.0,1,25-34,97.0
666,8171.96,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,2,1,235000,7.0,8171.96,360,235000.0,1,<25,101.0
667,14925.7,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,2,1,625000,7.125,14925.7,360,635000.0,1,25-34,145.0
668,9588.28,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,1,2,1,315000,6.75,9588.28,360,325000.0,1,35-44,89.0
669,10817.52,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,2,1,255000,6.5,10817.52,360,315000.0,1,45-54,67.0
670,3447.45,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,31,505000,6.75,3447.45,360,955000.0,1,55-64,160.0
673,15324.3,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,1,1,1,675000,5.5,15324.3,360,705000.0,1,45-54,248.0
674,5659.15,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,125000,7.625,5659.15,360,165000.0,2,35-44,104.0
676,11600.27,Single Family (1-4 Units):Site-Built,Hispanic or Latino,5.0,1,2,1,395000,7.125,11600.27,360,405000.0,1,25-34,124.0
677,10646.93,Single Family (1-4 Units):Site-Built,Joint,5.0,1,1,32,255000,7.375,10646.93,360,315000.0,1,45-54,129.0
678,3766.17,Single Family (1-4 Units):Site-Built,Joint,6.0,2,1,1,145000,6.5,3766.17,360,165000.0,1,25-34,42.0
684,15977.2,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,3.0,2,3,1,295000,6.5,15977.2,360,285000.0,1,35-44,177.0
685,6647.95,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6.0,1,3,1,465000,6.875,6647.95,360,465000.0,1,35-44,140.0
686,6146.85,Single Family (1-4 Units):Site-Built,Joint,5.0,1,1,1,135000,6.375,6146.85,360,135000.0,1,<25,129.0
687,19769.57,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,555000,5.5,19769.57,360,725000.0,1,25-34,133.0
689,14350.64,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,2,1,405000,7.0,14350.64,360,415000.0,1,25-34,116.0
691,7462.21,Single Family (1-4 Units):Site-Built,Joint,6.0,1,1,1,465000,6.25,7462.21,360,485000.0,1,25-34,517.0
692,16312.51,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,6.0,1,2,1,385000,6.25,16312.51,360,395000.0,1,35-44,99.0
693,7424.93,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,3.0,2,2,1,165000,6.5,7424.93,360,165000.0,1,35-44,68.0
696,9938.87,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,255000,6.5,9938.87,360,325000.0,1,35-44,74.0
697,20871.5,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,6.0,3,2,32,285000,5.625,20871.5,360,355000.0,1,35-44,99.0
698,21071.41,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,2,1,1,605000,6.5,21071.41,360,675000.0,1,25-34,512.0
699,10235.29,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,1,2,1,285000,6.75,10235.29,360,485000.0,1,55-64,77.0
702,8074.01,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,5.0,1,1,1,175000,6.25,8074.01,360,235000.0,1,35-44,71.0
704,8434.88,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,2,1,1,185000,7.125,8434.88,360,225000.0,1,65-74,182.0
705,5987.7,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2.0,1,2,1,205000,6.875,5987.7,360,205000.0,1,25-34,90.0
706,21269.75,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,6.0,3,2,32,335000,6.25,21269.75,360,485000.0,1,45-54,70.0
707,16684.95,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,5.0,2,2,1,315000,7.25,16684.95,360,335000.0,1,35-44,136.0
